1985	3	9	0
1986	2	1	5
1987	19	0	1
1988	6	10	0
1989	0	20	0
1990	3	0	23
1991	3	0	0
1992	0	2	2
1993	0	4	38
1994	0	3	0
1995	3	1	0
1996	0	16	6
1997	0	3	0
1998	11	0	7
1999	11	1	1
2000	0	4	1
2001	2	2	1
2002	1	1	0
2003	2	4	2
2004	0	4	5
2005	0	1	0
2006	4	2	4
2007	1	0	9
2008	3	8	11
2009	0	7	6
2010	2	2	9
2011	1	3	35
2012	89	6	0
2013	1	11	0
2014	0	42	1
